Rank_x,Player,Team_x,Age_x,Gp_x,W_x,L_x,Min_x,Pts,Fgm_x,Fga_x,Fg%,3Pm,3Pa,3P%,Ftm,Fta,Ft%,Oreb,Dreb,Reb,Ast,Tov,Stl,Blk,Pf,Fp,Dd2,Td3,Plus/Minus,Year_x,Rank_y,Team_y,Age_y,Gp_y,W_y,L_y,Min_y,Usg%,%Fgm,%Fga,%3Pm,%3Pa,%Ftm,%Fta,%Oreb,%Dreb,%Reb,%Ast,%Tov,%Stl,%Blk,%Blka,%Pf,%Pfd,%Pts,Pos_x,Body Fat %,Hand Length (Inches),Hand Width (Inches),Height W/O Shoes,Height W/ Shoes,Standing Reach,Weight (Lbs),Wingspan,Pos_y,Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press,Unnamed: 8,Position,Fgm_y,Fga_y,Fgm.1,Fga.1,Fgm.2,Fga.2,Fgm.3,Fga.3,Fgm.4,Fga.4,Team,Startdate,Enddate,Injurylengthdays,Injurynotes,Injurytype,Year_y
307.0,DAMION JAMES,NJN,23.0,25.0,7.0,18.0,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,12.0,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.096,9.25,8.5,78.25,79.75,107.0,226.6,84.75,SF,10.89,,3.2,29.0,33.0,13.0,,,,,,,,,,,,,Nets,2011-03-17,2011-03-25,8.0,activated from IL,,2011.0
307.0,DAMION JAMES,NJN,23.0,25.0,7.0,18.0,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,12.0,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.096,9.25,8.5,78.25,79.75,107.0,226.6,84.75,SF,10.89,,3.2,29.0,33.0,13.0,,,,,,,,,,,,,Nets,2011-03-26,2011-03-30,4.0,activated from IL,,2011.0
307.0,DAMION JAMES,NJN,23.0,25.0,7.0,18.0,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,12.0,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.096,9.25,8.5,78.25,79.75,107.0,226.6,84.75,SF,10.89,,3.2,29.0,33.0,13.0,,,,,,,,,,,,,Nets,2011-04-06,2012-01-09,278.0,activated from IL,,2011.0
307.0,DAMION JAMES,NJN,23.0,25.0,7.0,18.0,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,12.0,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.096,9.25,8.5,78.25,79.75,107.0,226.6,84.75,SF,10.89,,3.2,29.0,33.0,13.0,,,,,,,,,,,,,Spurs,2014-04-08,2014-04-10,2.0,activated from IL,,2014.0
307.0,DAMION JAMES,NJN,23.0,25.0,7.0,18.0,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,12.0,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.096,9.25,8.5,78.25,79.75,107.0,226.6,84.75,SF,10.89,,3.2,29.0,33.0,13.0,,,,,,,,,,,,,Spurs,2014-04-11,2014-04-20,9.0,activated from IL,,2014.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2012-01-03,2013-12-03,700.0,activated from IL,,2012.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2013-12-06,2014-01-24,49.0,activated from IL,,2013.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2014-02-01,2014-02-19,18.0,activated from IL,,2014.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2014-02-21,2014-11-28,280.0,activated from IL,,2014.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2014-12-18,2014-12-26,8.0,activated from IL,,2014.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2014-12-27,2015-02-27,62.0,activated from IL,,2014.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2015-03-03,2015-03-20,17.0,activated from IL,,2015.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2015-03-21,2015-04-07,17.0,activated from IL,,2015.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2015-11-09,2015-11-28,19.0,activated from IL,,2015.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Kings,2015-11-30,2016-04-13,135.0,activated from IL,,2015.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Warriors,2019-01-18,2019-02-13,26.0,activated from IL,,2019.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Warriors,2019-02-21,2019-02-27,6.0,activated from IL,,2019.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Warriors,2019-02-28,2019-03-18,18.0,activated from IL,,2019.0
70.0,DEMARCUS COUSINS,SAC,20.0,81.0,23.0,58.0,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,30.6,26.0,0.0,-3.3,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C,0.164,9.25,10.0,81.5,82.75,113.0,291.8,89.75,C,11.4,,3.55,23.5,27.5,,,,,,,,,,,,,,Warriors,2019-03-21,2019-03-24,3.0,activated from IL,,2019.0
403.0,DERRICK CARACTER,LAL,23.0,41.0,29.0,12.0,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,4.1,0.0,0.0,-1.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.128,9.0,10.25,80.25,81.5,107.5,280.0,84.25,PF,12.78,,3.61,25.0,30.5,22.0,,,,,,,,,,,,,Lakers,2010-11-11,2010-12-19,38.0,activated from IL,,2010.0
403.0,DERRICK CARACTER,LAL,23.0,41.0,29.0,12.0,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,4.1,0.0,0.0,-1.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.128,9.0,10.25,80.25,81.5,107.5,280.0,84.25,PF,12.78,,3.61,25.0,30.5,22.0,,,,,,,,,,,,,Lakers,2010-12-25,2011-03-31,96.0,activated from IL,,2010.0
403.0,DERRICK CARACTER,LAL,23.0,41.0,29.0,12.0,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,4.1,0.0,0.0,-1.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.128,9.0,10.25,80.25,81.5,107.5,280.0,84.25,PF,12.78,,3.61,25.0,30.5,22.0,,,,,,,,,,,,,Lakers,2011-04-13,2011-04-17,4.0,activated from IL,,2011.0
403.0,DERRICK CARACTER,LAL,23.0,41.0,29.0,12.0,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,4.1,0.0,0.0,-1.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.128,9.0,10.25,80.25,81.5,107.5,280.0,84.25,PF,12.78,,3.61,25.0,30.5,22.0,,,,,,,,,,,,,Lakers,2012-01-25,2012-01-28,3.0,activated from IL,,2012.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2013-12-11,2014-01-21,41.0,activated from IL,,2013.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2014-01-25,2014-01-31,6.0,activated from IL,,2014.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2014-02-07,2014-02-19,12.0,activated from IL,,2014.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2014-02-24,2014-12-14,293.0,activated from IL,,2014.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2014-12-17,2016-11-17,701.0,activated from IL,,2014.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2016-12-14,2017-02-01,49.0,activated from IL,,2016.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2017-02-04,2017-03-08,32.0,activated from IL,,2017.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2017-04-07,2017-04-10,3.0,activated from IL,,2017.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2017-04-12,2018-03-20,342.0,activated from IL,,2017.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2017-12-20,2018-03-20,90.0,activated from IL,,2017.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2018-03-22,2018-10-28,220.0,activated from IL,,2018.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2018-10-31,2019-04-01,152.0,activated from IL,,2018.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2019-04-09,2021-01-27,659.0,activated from IL,,2019.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Jazz,2021-01-31,2021-04-16,75.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2021-10-27,2021-11-15,19.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2021-11-17,2021-11-19,2.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2021-11-20,2021-11-29,9.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2021-12-05,2021-12-28,23.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2021-12-29,2022-01-07,9.0,activated from IL,,2021.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2022-01-09,2022-01-23,14.0,activated from IL,,2022.0
229.0,DERRICK FAVORS,UTA,19.0,78.0,25.0,53.0,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,1.0,0.4,0.9,3.2,16.7,4.0,0.0,-3.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.065,8.75,9.25,80.75,82.25,110.0,245.2,88.0,PF,11.74,,3.25,31.5,35.5,14.0,,,,,,,,,,,,,Thunder,2022-01-30,2022-03-31,60.0,activated from IL,,2022.0
365.0,DEVIN EBANKS,LAL,21.0,20.0,15.0,5.0,5.9,3.1,1.1,2.6,41.2,0.1,0.3,40.0,0.9,1.2,78.3,0.8,0.6,1.4,0.1,0.3,0.2,0.3,0.4,5.9,0.0,0.0,-2.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.25,9.0,79.0,80.25,107.5,207.8,84.25,SF,11.69,,3.44,23.5,32.0,6.0,,,,,,,,,,,,,Lakers,2010-11-09,2010-12-14,35.0,activated from IL,,2010.0
365.0,DEVIN EBANKS,LAL,21.0,20.0,15.0,5.0,5.9,3.1,1.1,2.6,41.2,0.1,0.3,40.0,0.9,1.2,78.3,0.8,0.6,1.4,0.1,0.3,0.2,0.3,0.4,5.9,0.0,0.0,-2.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.25,9.0,79.0,80.25,107.5,207.8,84.25,SF,11.69,,3.44,23.5,32.0,6.0,,,,,,,,,,,,,Lakers,2010-12-15,2010-12-17,2.0,activated from IL,,2010.0
