Player_clean,Career_Arc,Perf_Tier,Seasons_Played,Avg_PPG,Injury_Count,Avg_Injury_Days,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),WEIGHT (LBS),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press
joey dorsey,Early (1–3 yrs),Bottom 25%,3,0.07040781934614089,2,7.0,0.09,,,265.0,11.84,,3.2,27.5,33.0,19.0
joey graham,Early (1–3 yrs),Bottom 25%,2,0.1,2,83.5,,,,216.6,10.62,,3.05,30.0,36.0,26.0
john collins,Late (8+ yrs),Top 25%,8,0.306165529560016,0,,0.054,9.0,10.0,225.2,11.66,3.27,3.27,33.0,37.5,15.0
john henson,Late (8+ yrs),25–50%,8,0.15645312578602966,6,256.0,0.086,9.25,10.0,216.0,,,,25.5,30.0,5.0
john jenkins,Mid (4–7 yrs),50–75%,6,0.21631882329556748,4,69.75,0.071,9.0,9.0,212.0,11.36,,3.37,30.5,36.5,10.0
john salmons,Mid (4–7 yrs),25–50%,6,0.13710699875962895,1,29.0,,,,207.0,11.35,,3.25,30.5,34.5,12.0
john wall,Late (8+ yrs),Top 25%,11,0.3495716176848227,0,,0.056,8.25,9.5,195.6,10.84,,3.14,30.0,39.0,
johnny davis,Early (1–3 yrs),Bottom 25%,3,0.11257703081232491,0,,0.067,8.5,10.25,196.4,,,,,,
johnny furphy,Early (1–3 yrs),Bottom 25%,1,0.042,0,,,8.0,9.5,188.8,11.15,3.17,3.2,25.5,32.0,
jon leuer,Late (8+ yrs),25–50%,8,0.17526378332707232,5,100.6,0.054,8.75,9.75,223.2,10.82,,3.36,29.5,36.5,14.0
jonathan kuminga,Mid (4–7 yrs),50–75%,4,0.20592945483704456,1,420.0,,,,,,,,,,
jonathan mogbo,Early (1–3 yrs),Bottom 25%,1,0.09841269841269841,0,,,8.75,8.75,217.2,11.14,3.07,3.02,31.5,37.5,
jonny flynn,Early (1–3 yrs),25–50%,3,0.14061302681992335,2,31.0,0.063,,,195.6,10.86,,3.23,33.0,40.0,10.0
jordan bell,Mid (4–7 yrs),25–50%,5,0.13124853208070886,2,12.0,0.054,9.25,9.5,223.6,10.63,2.83,3.21,31.5,38.0,16.0
jordan crawford,Mid (4–7 yrs),Top 25%,6,0.47864682442990186,2,9.0,0.049,8.0,9.0,198.4,11.03,,3.37,31.5,34.5,7.0
jordan farmar,Mid (4–7 yrs),Top 25%,7,0.6609663288413705,2,950.0,0.044,,,171.0,11.07,,3.17,33.5,42.0,11.0
jordan hamilton,Mid (4–7 yrs),Top 25%,5,0.32802364302364306,2,4.5,0.098,9.0,9.25,228.4,11.47,,3.3,25.0,32.0,7.0
jordan hawkins,Early (1–3 yrs),25–50%,2,0.15463752665245203,0,,,8.25,8.75,186.0,,,,,,
jordan hill,Late (8+ yrs),25–50%,8,0.15215144604091038,2,185.0,0.06,,,232.4,12.23,,3.3,31.0,35.0,11.0
jordan mickey,Early (1–3 yrs),Bottom 25%,3,0.10505434782608696,3,40.666666666666664,0.072,8.75,9.5,238.0,11.72,3.13,3.28,33.0,37.5,9.0
jordan miller,Early (1–3 yrs),25–50%,2,0.1554054054054054,0,,,8.5,9.25,191.6,11.43,3.21,3.17,32.0,36.5,
jordan nwora,Mid (4–7 yrs),25–50%,4,0.1480893300248139,2,94.0,0.1168,8.5,9.25,223.0,11.29,2.66,3.43,29.0,35.0,
jordan poole,Mid (4–7 yrs),50–75%,6,0.2344048557180023,1,713.0,0.075,8.25,8.5,190.8,10.59,3.14,3.27,28.0,35.5,
jordan walsh,Early (1–3 yrs),Bottom 25%,2,0.10982905982905983,0,,,8.75,8.5,204.0,10.83,,3.3,33.0,36.0,
jordan williams,Early (1–3 yrs),Bottom 25%,1,0.10697674418604651,0,,0.121,9.25,10.0,247.2,12.74,,3.45,25.0,30.5,10.0
josh childress,Mid (4–7 yrs),Bottom 25%,4,0.06232882041705571,1,39.0,0.093,,,196.0,11.95,,3.38,29.0,36.0,11.0
josh christopher,Early (1–3 yrs),Bottom 25%,3,0.11341296653796655,0,,0.058,8.75,8.5,214.8,11.32,3.3,3.14,29.5,37.5,
josh green,Mid (4–7 yrs),Bottom 25%,5,0.10853166058253623,0,,0.068,8.0,8.75,214.0,10.64,2.28,3.12,30.5,39.5,
josh hart,Late (8+ yrs),25–50%,8,0.1613112607208338,4,102.5,0.058,8.5,9.5,209.2,11.15,3.02,3.18,27.5,35.5,9.0
josh howard,Mid (4–7 yrs),Top 25%,4,0.4102350750025169,3,18.666666666666668,0.06,,,202.0,10.89,,3.09,33.0,36.5,4.0
josh mcroberts,Late (8+ yrs),Bottom 25%,9,0.11279841221222549,5,144.2,0.137,,,240.0,11.7,,3.47,27.5,31.5,12.0
josh okogie,Mid (4–7 yrs),Bottom 25%,7,0.10642096451058636,1,75.0,0.052,9.0,9.75,210.8,11.08,3.03,3.04,33.0,42.0,12.0
josh selby,Early (1–3 yrs),25–50%,2,0.14107142857142857,1,11.0,0.079,8.5,9.0,194.6,11.13,,3.2,29.5,42.0,5.0
josh smith,Late (8+ yrs),50–75%,8,0.20350417041193303,1,30.0,0.067,,,221.0,11.43,,3.24,32.5,39.5,12.0
joshua primo,Early (1–3 yrs),Top 25%,3,0.7886666666666667,1,11.0,0.063,9.0,10.0,189.0,10.97,3.36,3.22,30.5,37.5,
jt thor,Mid (4–7 yrs),Bottom 25%,4,0.08661804379195684,1,18.0,0.061,9.25,9.5,203.0,12.19,3.08,3.06,31.5,35.0,
julian phillips,Early (1–3 yrs),Bottom 25%,2,0.05661392405063291,0,,,8.5,9.0,196.6,11.09,,3.32,36.0,43.0,
julian strawther,Early (1–3 yrs),Bottom 25%,2,0.11423076923076923,0,,,8.25,8.25,208.8,10.94,3.46,3.31,27.5,34.5,
julian wright,Early (1–3 yrs),Bottom 25%,2,0.06255656108597285,0,,0.061,,,211.0,11.48,,3.36,28.5,33.5,2.0
justin anderson,Mid (4–7 yrs),25–50%,6,0.1806664673046252,4,20.25,0.05,8.5,9.5,230.6,11.13,2.88,3.22,38.0,43.0,12.0
justin hamilton,Early (1–3 yrs),50–75%,3,0.21652693089430894,0,,0.08,,,217.0,11.18,,3.18,30.0,37.5,17.0
justin harper,Early (1–3 yrs),Top 25%,2,0.7166666666666667,0,,0.04,9.0,9.25,228.0,11.92,,3.3,28.5,33.0,19.0
justin jackson,Mid (4–7 yrs),Bottom 25%,7,0.11756126084770586,0,,0.089,9.0,9.5,229.4,,,,,,
justin patton,Mid (4–7 yrs),Top 25%,4,0.8355128205128205,1,40.0,0.078,8.75,9.75,229.0,11.8,3.31,3.46,26.0,30.5,
justise winslow,Late (8+ yrs),Top 25%,8,0.32940821978759355,5,33.6,0.053,8.5,9.25,221.8,,,,,,
kai jones,Early (1–3 yrs),Bottom 25%,3,0.08217736369910283,2,203.5,0.047,9.0,9.5,221.4,,,,,,
kareem rush,Early (1–3 yrs),50–75%,1,0.18571428571428572,0,,,,,199.0,11.86,,3.22,26.0,30.0,15.0
kawhi leonard,Late (8+ yrs),Top 25%,13,0.4617229733890207,10,101.2,0.054,9.75,11.25,227.4,11.45,,3.15,25.5,32.0,3.0
keegan murray,Early (1–3 yrs),25–50%,3,0.17102016404647982,0,,,,,,,,,,,
keita bates diop,Mid (4–7 yrs),Bottom 25%,6,0.11870970261830559,4,11.5,0.0535,9.0,8.5,223.8,11.2,3.28,3.17,30.5,35.0,11.0
keith benson,Early (1–3 yrs),Bottom 25%,1,0.0,0,,0.061,9.5,11.0,217.0,11.88,,3.35,31.5,36.0,12.0
keith bogans,Mid (4–7 yrs),50–75%,5,0.2678889658414203,1,278.0,0.08,,,213.0,11.43,,3.25,29.5,35.0,10.0
keldon johnson,Mid (4–7 yrs),Top 25%,6,0.28152427945266817,3,125.66666666666667,0.056,8.0,9.25,216.4,,,,,,
kelel ware,Early (1–3 yrs),25–50%,1,0.1453125,0,,,9.5,10.25,230.0,10.97,2.91,3.29,32.5,36.0,
kelly olynyk,Late (8+ yrs),25–50%,12,0.15649882073424948,3,129.66666666666666,0.0665,8.5,10.0,234.0,11.42,2.99,3.59,24.5,29.5,5.0
kelly oubre,Late (8+ yrs),50–75%,10,0.221679677564117,5,105.6,0.057,9.0,8.75,202.8,11.09,3.12,3.32,34.5,37.0,7.0
kemba walker,Late (8+ yrs),Top 25%,12,0.33969591906122737,5,12.6,0.059,8.0,9.0,184.0,10.87,,3.16,32.0,39.5,7.0
kendall brown,Early (1–3 yrs),25–50%,2,0.17166666666666666,0,,0.049,9.0,9.0,201.2,11.57,3.05,3.29,31.5,41.0,
kendall marshall,Mid (4–7 yrs),Bottom 25%,4,0.12099537037037036,0,,0.078,8.5,9.0,198.4,12.03,,3.23,31.0,37.0,
kennedy chandler,Early (1–3 yrs),Bottom 25%,1,0.061111111111111116,0,,0.044,8.5,9.5,172.2,10.73,2.89,,31.0,41.5,
kenneth faried,Late (8+ yrs),50–75%,8,0.189267428109412,4,260.25,0.063,8.5,10.25,224.6,11.35,,3.26,30.5,35.0,16.0
kentavious caldwell pope,Late (8+ yrs),25–50%,12,0.1466730211393604,6,222.0,0.0645,8.5,9.0,203.6,10.6,3.2,3.12,29.0,34.5,7.0
kenyon martin,Mid (4–7 yrs),50–75%,6,0.19987723603025329,5,53.4,0.059,8.5,8.75,213.2,11.93,2.58,3.16,31.5,38.5,
keon johnson,Mid (4–7 yrs),Top 25%,4,0.421567952446117,3,134.0,0.044,8.5,9.0,184.8,11.45,3.2,3.0,41.5,48.0,
kessler edwards,Mid (4–7 yrs),Bottom 25%,4,0.08429398148148148,1,17.0,0.043,8.5,8.25,203.0,11.3,3.38,3.25,28.0,37.0,
kevin durant,Late (8+ yrs),Top 25%,15,0.4712637448703982,9,87.55555555555556,0.066,,,215.0,12.33,,3.45,26.0,33.5,
kevin huerter,Mid (4–7 yrs),25–50%,7,0.16981252647945194,4,97.0,0.086,8.25,8.5,194.0,10.89,2.97,3.09,31.0,38.0,9.0
kevin knox,Mid (4–7 yrs),25–50%,7,0.14829327661585728,0,,0.0495,8.75,9.25,212.6,,,,,,
kevin love,Late (8+ yrs),Top 25%,16,0.3538325552655209,12,105.66666666666667,0.129,,,255.0,11.17,,3.22,29.5,35.0,18.0
kevin murphy,Early (1–3 yrs),Bottom 25%,1,0.052941176470588235,0,,0.058,8.5,8.5,194.0,10.97,,3.42,31.0,36.5,11.0
kevin porter,Mid (4–7 yrs),Top 25%,5,0.3113912611052928,3,86.33333333333333,0.051,8.75,8.75,212.6,10.82,3.03,3.14,27.0,34.0,2.0
kevon looney,Late (8+ yrs),Bottom 25%,9,0.07803298990815195,5,50.0,0.119,9.5,9.25,222.4,,,,,,
keyontae johnson,Early (1–3 yrs),25–50%,1,0.13333333333333333,0,,,9.0,9.0,238.6,,,,,,
keyonte george,Early (1–3 yrs),50–75%,2,0.2120398009950249,0,,,,,,,,,,,
khris middleton,Late (8+ yrs),Top 25%,13,0.2891194465095005,8,95.25,0.078,9.0,9.0,216.2,11.45,,3.47,28.0,31.0,4.0
khyri thomas,Early (1–3 yrs),Top 25%,3,1.2103205128205128,0,,0.064,8.75,9.25,198.8,10.96,3.18,3.18,30.0,35.0,14.0
kim english,Early (1–3 yrs),Bottom 25%,1,0.07073170731707316,1,9.0,0.043,8.5,8.75,192.0,10.59,,3.33,29.0,36.5,
kirk hinrich,Mid (4–7 yrs),Bottom 25%,7,0.11871940845883668,6,370.6666666666667,0.053,,,186.0,10.98,,3.1,29.0,33.5,10.0
kj simpson,Early (1–3 yrs),50–75%,1,0.21666666666666667,0,,,8.25,9.25,187.0,10.49,2.98,3.24,32.5,40.5,
klay thompson,Late (8+ yrs),Top 25%,12,0.28286466541395966,4,274.5,0.08,8.75,9.25,205.6,10.99,,3.24,26.5,31.5,5.0
kobe brown,Early (1–3 yrs),Bottom 25%,2,0.04647727272727273,0,,,8.75,9.75,252.2,11.39,3.23,3.33,28.5,32.0,
kobe bufkin,Early (1–3 yrs),Top 25%,2,0.4061764705882353,0,,,8.0,9.25,186.8,11.71,,3.26,29.0,36.0,
kris dunn,Late (8+ yrs),50–75%,9,0.2590401662652302,4,39.5,,,,,,,,,,
kris humphries,Late (8+ yrs),Bottom 25%,8,0.1251710746579293,4,104.25,0.067,,,238.0,11.33,,3.2,29.5,36.0,22.0
kris murray,Early (1–3 yrs),Bottom 25%,2,0.07962833099579242,0,,,8.5,9.0,212.8,11.11,,3.3,29.5,35.0,
kwame brown,Mid (4–7 yrs),50–75%,4,0.24370265151515152,1,5.0,0.089,,,243.0,11.59,,3.45,30.0,33.0,17.0
kyle filipowski,Early (1–3 yrs),25–50%,1,0.13333333333333333,0,,,8.75,9.5,229.8,11.43,2.93,3.19,27.0,32.5,
kyle kuzma,Late (8+ yrs),50–75%,8,0.251368973510819,5,52.8,0.094,8.5,9.5,222.6,10.72,2.98,3.25,27.0,34.0,12.0
kyle oquinn,Late (8+ yrs),Bottom 25%,8,0.08997232520855321,5,230.4,0.08,9.5,10.0,240.8,11.65,,3.53,31.5,31.5,
kyle singler,Mid (4–7 yrs),Bottom 25%,6,0.0992039295392954,2,50.0,0.1,8.25,8.75,228.0,11.22,,3.21,23.0,30.0,10.0
kyrie irving,Late (8+ yrs),Top 25%,14,0.5005796921028393,12,67.83333333333333,0.102,8.25,9.25,191.0,,,,,,
kyshawn george,Early (1–3 yrs),25–50%,1,0.12794117647058822,0,,,9.0,10.25,208.8,11.9,2.91,3.32,27.0,32.0,
kz okpala,Mid (4–7 yrs),25–50%,4,0.14022522522522524,3,97.0,0.046,9.25,9.25,209.6,10.88,3.13,3.38,30.5,37.0,9.0
lamarcus aldridge,Late (8+ yrs),Top 25%,13,0.31145381018381924,10,97.4,0.087,,,234.0,12.02,,3.43,26.5,34.0,8.0
lance stephenson,Late (8+ yrs),25–50%,10,0.16386068524602626,3,991.6666666666666,0.093,9.0,10.25,227.0,11.39,,3.38,27.0,33.0,10.0
landry shamet,Mid (4–7 yrs),25–50%,7,0.1498940384405417,4,68.0,0.0485,8.0,9.0,188.6,11.26,3.21,3.11,31.0,39.5,8.0
larry nance,Late (8+ yrs),25–50%,10,0.16225867051286463,9,115.77777777777777,0.064,9.0,9.75,226.6,10.93,3.01,3.25,29.0,37.5,10.0
larry sanders,Mid (4–7 yrs),25–50%,6,0.1740130973295905,0,,0.046,9.75,11.0,222.4,12.49,,3.27,25.5,28.0,7.0
lazar hayward,Early (1–3 yrs),50–75%,3,0.2564407814407814,2,21.0,0.075,9.25,9.5,225.8,10.87,,3.31,31.0,36.0,15.0
lebron james,Late (8+ yrs),Top 25%,16,0.4044089452412967,11,127.72727272727273,0.067,,,245.0,,,,,,
leonard miller,Early (1–3 yrs),Bottom 25%,2,0.1076923076923077,0,,,9.5,10.5,212.8,11.0,,3.33,32.0,37.5,
luc mbah a moute,Late (8+ yrs),50–75%,11,0.24763437781406783,0,,0.07,,,221.0,11.71,,3.17,32.0,38.5,11.0
luka samanic,Mid (4–7 yrs),Top 25%,4,0.8471056075707238,0,,0.056,8.5,9.0,227.2,11.01,3.03,3.27,27.0,38.0,7.0
luke babbitt,Late (8+ yrs),Bottom 25%,8,0.1093550412157542,3,42.333333333333336,0.056,8.5,10.0,217.8,10.98,,3.4,29.5,37.5,15.0
luke kennard,Late (8+ yrs),50–75%,8,0.21258888333244033,5,200.4,0.066,8.0,8.75,196.2,,,,,,
luke ridnour,Mid (4–7 yrs),25–50%,6,0.13810763945270488,2,1112.0,0.053,,,167.0,11.0,,3.28,26.0,32.5,
luke walton,Mid (4–7 yrs),Bottom 25%,4,0.06056002554278417,2,76.0,0.093,,,235.0,,,,28.0,,12.0
luol deng,Late (8+ yrs),Top 25%,10,0.4040027499783597,5,162.8,0.067,,,220.0,11.46,,3.34,27.5,31.5,5.0
luther head,Early (1–3 yrs),25–50%,2,0.15862884160756502,1,18.0,,,,178.8,11.12,,3.21,31.5,38.5,14.0
malachi richardson,Early (1–3 yrs),Bottom 25%,3,0.11934731934731935,3,37.333333333333336,0.07,8.75,10.0,199.6,10.56,3.25,3.33,33.0,38.0,
malaki branham,Early (1–3 yrs),25–50%,3,0.12786503331184182,1,9.0,0.061,8.5,9.75,194.8,11.38,3.09,3.17,29.0,35.0,
malcolm brogdon,Late (8+ yrs),Top 25%,9,0.3354871891053483,7,55.714285714285715,0.054,9.0,10.25,223.0,10.77,2.64,3.31,30.5,35.5,
malcolm lee,Early (1–3 yrs),25–50%,3,0.1599780701754386,1,4.0,0.059,8.5,9.5,198.2,11.2,,3.09,30.0,35.5,17.0
malik beasley,Late (8+ yrs),50–75%,9,0.19433173167399073,2,27.0,0.069,8.5,9.0,189.8,,,,,,
malik hairston,Early (1–3 yrs),Bottom 25%,1,0.04468085106382979,1,40.0,0.069,,,204.0,11.33,,3.08,30.5,38.0,13.0
marcus haislip,Early (1–3 yrs),50–75%,1,0.25,1,5.0,,,,221.0,11.35,,3.21,33.5,36.5,8.0
marcus morris,Late (8+ yrs),50–75%,13,0.1823894054385248,6,93.33333333333333,0.08,8.25,8.5,229.6,,,3.15,29.0,33.0,11.0
marcus sasser,Early (1–3 yrs),Bottom 25%,2,0.11634544106745738,0,,,8.75,9.5,195.6,10.68,,3.43,27.0,35.0,
marcus thornton,Late (8+ yrs),50–75%,8,0.19709237452279363,0,,0.053,8.25,8.5,177.4,10.78,2.88,3.02,34.5,43.0,3.0
marcus williams,Early (1–3 yrs),Bottom 25%,1,0.06935483870967742,0,,0.124,,,215.0,11.3,,3.4,24.5,28.0,4.0
mardy collins,Early (1–3 yrs),Bottom 25%,1,0.06046511627906977,1,25.0,0.1,,,224.0,12.0,,3.27,31.5,37.5,9.0
marjon beauchamp,Early (1–3 yrs),Bottom 25%,3,0.08515262515262516,0,,0.053,9.0,9.0,196.6,,,,,,
mark williams,Early (1–3 yrs),Top 25%,3,0.40848355031341566,1,5.0,0.054,9.0,9.75,242.4,,,,,,
markelle fultz,Late (8+ yrs),Top 25%,8,0.4840126600415768,2,198.0,,,,,,,,,,
markieff morris,Late (8+ yrs),25–50%,14,0.1743755715641563,5,26.8,0.102,8.5,8.25,240.8,,,3.4,27.0,31.5,11.0
marquese chriss,Mid (4–7 yrs),Top 25%,6,0.6427990074701423,1,3.0,0.085,9.0,9.0,233.0,11.93,3.05,3.26,32.5,38.5,
marquis teague,Early (1–3 yrs),Top 25%,3,0.4481944444444445,0,,0.063,8.25,7.75,179.8,10.65,,3.19,32.5,40.5,8.0
marshon brooks,Mid (4–7 yrs),Top 25%,5,0.7053117619272555,0,,0.052,9.0,10.5,194.6,10.74,,3.09,34.0,38.5,5.0
martell webster,Mid (4–7 yrs),25–50%,6,0.14199501826660085,3,67.0,,,,229.6,11.39,,3.39,28.0,30.5,7.0
marvin williams,Late (8+ yrs),25–50%,11,0.1313652716429343,8,152.25,,,,228.2,11.11,,3.17,29.5,35.0,12.0
mason plumlee,Late (8+ yrs),Bottom 25%,12,0.11231463722537009,2,32.0,0.0615,9.75,9.5,238.2,10.89,2.76,3.29,30.5,36.0,14.0
matas buzelis,Early (1–3 yrs),Bottom 25%,1,0.1075,0,,,8.5,9.25,197.0,10.73,2.9,3.09,31.0,38.0,
matt barnes,Late (8+ yrs),25–50%,8,0.12564738509463974,1,40.0,,,,226.0,10.68,,3.28,35.5,40.5,11.0
matt bonner,Mid (4–7 yrs),Bottom 25%,6,0.08090824016691904,5,347.4,0.136,,,242.0,11.52,,3.32,27.0,32.0,20.0
maurice ager,Early (1–3 yrs),Top 25%,1,0.95,1,2.0,0.08,,,203.0,11.73,,3.22,29.5,35.0,11.0
maurice harkless,Late (8+ yrs),Bottom 25%,10,0.10605580194628987,0,,0.053,9.25,10.25,206.6,10.87,,3.25,32.5,37.0,5.0
max christie,Early (1–3 yrs),Bottom 25%,3,0.08712441544622106,0,,0.048,8.0,8.5,189.2,10.82,3.02,3.07,32.0,37.5,
maxwell lewis,Early (1–3 yrs),Bottom 25%,2,0.07762605042016806,0,,,8.75,9.5,207.2,11.4,,3.43,32.5,36.5,
melvin ely,Early (1–3 yrs),Top 25%,2,0.7883333333333333,1,17.0,,,,240.0,11.96,,3.35,26.0,29.0,7.0
melvin frazier,Early (1–3 yrs),Top 25%,3,1.2757309941520467,2,4.0,0.079,9.5,9.5,198.2,11.24,3.08,3.08,31.0,40.5,
meyers leonard,Late (8+ yrs),50–75%,10,0.24128535541823243,4,258.5,0.057,9.25,11.0,249.8,11.34,,3.41,30.0,32.5,19.0
mfiondu kabengele,Early (1–3 yrs),50–75%,3,0.24273504273504276,0,,0.051,9.25,10.75,256.2,11.21,3.3,3.25,28.0,35.5,6.0
michael beasley,Late (8+ yrs),50–75%,10,0.2597874126873544,8,201.125,0.077,,,239.0,11.06,,3.24,30.0,35.0,19.0
michael carter williams,Late (8+ yrs),Top 25%,9,0.28868602856058057,5,107.2,0.044,7.5,8.5,184.4,10.68,3.7,3.22,31.5,41.0,8.0
michael gbinije,Early (1–3 yrs),Bottom 25%,1,0.044444444444444446,1,9.0,0.054,8.0,9.0,204.6,11.0,3.19,3.12,33.5,37.5,
michael kidd gilchrist,Late (8+ yrs),Top 25%,8,0.33532165641851464,5,87.2,0.07,9.0,10.25,232.8,11.77,,3.18,32.0,35.5,6.0
michael porter,Mid (4–7 yrs),Top 25%,6,0.3839579926811844,3,210.33333333333334,0.064,8.75,9.25,211.0,,,,,,
michael redd,Early (1–3 yrs),Top 25%,3,0.42063180827886715,1,7.0,,,,214.0,12.06,,3.34,27.0,31.0,12.0
mike conley,Late (8+ yrs),Top 25%,16,0.29512264100030766,9,88.66666666666667,0.042,,,175.0,11.63,,3.09,35.5,40.5,13.0
mike dunleavy,Late (8+ yrs),25–50%,8,0.16404832679521153,4,244.75,,,,230.0,11.55,,3.3,24.5,29.0,11.0
mike muscala,Late (8+ yrs),25–50%,11,0.1297808048856416,7,128.71428571428572,0.068,8.5,9.0,230.2,11.76,2.99,3.44,28.0,33.5,5.0
mike scott,Late (8+ yrs),Bottom 25%,9,0.10345076315620136,0,,0.106,8.5,9.0,240.8,11.59,,3.44,27.0,32.5,14.0
miles bridges,Mid (4–7 yrs),50–75%,6,0.2267015947518665,1,225.0,0.059,9.0,9.75,220.4,,,,,,
miles mcbride,Mid (4–7 yrs),Bottom 25%,4,0.09504595588235294,0,,0.06,9.0,9.5,195.2,11.08,3.13,3.1,31.0,38.5,
miles plumlee,Mid (4–7 yrs),Bottom 25%,7,0.09744551577036098,4,101.25,0.114,9.25,9.0,252.4,10.64,,3.36,34.0,40.5,15.0
mo williams,Mid (4–7 yrs),50–75%,7,0.22065005207698565,0,,0.067,,,189.0,,,,,,3.0
monta ellis,Late (8+ yrs),50–75%,8,0.25484381646285686,1,31.0,,,,176.6,12.13,,3.31,26.5,31.5,
montrezl harrell,Late (8+ yrs),25–50%,8,0.1712528794958856,1,99.0,0.119,9.0,9.75,253.4,,,,,,
moritz wagner,Mid (4–7 yrs),50–75%,7,0.19308746325947762,0,,0.0675,9.0,10.75,241.4,11.48,3.07,3.18,27.0,34.0,8.0
morris almond,Early (1–3 yrs),Top 25%,1,0.875,0,,0.069,,,214.0,11.45,,3.19,31.0,35.5,13.0
moses moody,Mid (4–7 yrs),Bottom 25%,4,0.1039913914913915,1,81.0,0.068,9.0,10.0,210.6,,,,,,
mouhamed gueye,Early (1–3 yrs),Top 25%,2,0.4242424242424242,0,,,9.0,10.0,212.6,,,,,,
myles turner,Late (8+ yrs),50–75%,10,0.22252497806981908,7,80.85714285714286,0.093,9.25,9.25,238.6,,,,,,
nassir little,Mid (4–7 yrs),Bottom 25%,5,0.12038888888888888,3,86.0,0.059,8.75,10.0,224.2,12.15,3.1,3.24,31.0,38.5,5.0
nate robinson,Mid (4–7 yrs),25–50%,7,0.14957903470306158,1,5.0,0.067,,,181.0,10.75,,2.96,35.5,43.5,13.0
nate wolters,Early (1–3 yrs),Bottom 25%,3,0.09979200875752599,1,3.0,0.055,8.25,8.75,196.4,,,,,,
neemias queta,Mid (4–7 yrs),50–75%,4,0.2392684331797235,1,7.0,0.076,9.25,10.5,248.4,11.85,3.5,3.29,27.0,33.0,
nene,Late (8+ yrs),50–75%,10,0.18595077673794963,0,,,,,253.0,10.73,,3.19,30.0,34.0,16.0
nerlens noel,Late (8+ yrs),25–50%,9,0.1265656993958594,6,112.66666666666667,0.0415,9.5,10.0,206.4,,,,,,
nick collison,Late (8+ yrs),Bottom 25%,8,0.0771024996782039,3,261.0,0.17,,,255.0,11.62,,3.28,28.0,33.0,8.0
nick richards,Mid (4–7 yrs),Bottom 25%,5,0.10770646094762355,1,396.0,0.085,9.0,9.0,241.6,11.42,2.92,3.25,30.0,34.0,
nick smith,Early (1–3 yrs),25–50%,2,0.14034313725490197,0,,,,,,,,,,,
nick young,Late (8+ yrs),50–75%,10,0.2416954795462689,6,146.66666666666666,0.068,,,206.0,11.0,,3.25,39.5,40.5,6.0
nickeil alexander walker,Mid (4–7 yrs),25–50%,6,0.140127303553024,2,239.0,0.059,8.5,8.75,203.8,,,,,,
noah clowney,Early (1–3 yrs),50–75%,2,0.22499999999999998,0,,,,,,,,,,,
nolan smith,Early (1–3 yrs),Bottom 25%,2,0.07818181818181819,1,32.0,0.056,8.5,9.25,187.6,11.05,,3.17,28.5,34.0,9.0
norman powell,Late (8+ yrs),50–75%,10,0.22757579427945562,6,287.3333333333333,0.064,9.25,9.0,215.4,10.69,3.2,3.2,32.5,40.5,5.0
norris cole,Mid (4–7 yrs),25–50%,6,0.14056653463970536,0,,0.047,8.5,9.5,174.4,10.07,,3.22,29.5,38.5,11.0
ochai agbaji,Early (1–3 yrs),Bottom 25%,3,0.12358575981457337,0,,0.054,8.75,9.5,216.8,10.77,3.11,3.13,32.0,39.0,
og anunoby,Late (8+ yrs),50–75%,8,0.23147968547953127,0,,0.068,9.25,9.5,232.4,,,,,,
oj mayo,Mid (4–7 yrs),50–75%,7,0.18941018617246716,1,70.0,0.063,,,200.0,11.04,,3.14,30.5,41.0,7.0
olivier maxence prosper,Early (1–3 yrs),Bottom 25%,2,0.075,0,,,8.25,10.0,212.4,10.59,3.0,3.21,35.0,40.5,
omari spellman,Early (1–3 yrs),25–50%,2,0.14168145519077197,2,35.5,0.1375,9.0,9.0,253.8,12.28,3.35,3.38,28.5,35.5,8.0
omri casspi,Late (8+ yrs),25–50%,10,0.1285172045870797,6,357.6666666666667,0.086,,,211.2,11.15,,3.28,25.5,32.5,2.0
