Player_clean,Career_Arc,Perf_Tier,Seasons_Played,Avg_PPG,Injury_Count,Avg_Injury_Days,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),WEIGHT (LBS),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press
orlando johnson,Early (1–3 yrs),50–75%,3,0.2186305633364457,2,193.0,0.07,9.0,9.5,223.8,10.98,,3.25,32.0,39.5,13.0
oso ighodaro,Early (1–3 yrs),Bottom 25%,1,0.06885245901639345,0,,,9.0,10.0,222.0,11.25,3.12,3.09,35.0,39.5,
otto porter,Late (8+ yrs),50–75%,11,0.28059531964077417,7,267.57142857142856,0.0665,8.75,9.25,197.6,11.25,3.06,3.4,27.0,36.0,9.0
ousmane dieng,Early (1–3 yrs),Bottom 25%,3,0.11651861651861652,0,,,,,,,,,,,
paolo banchero,Early (1–3 yrs),Top 25%,3,0.37444041867954914,1,132.0,,,,,,,,,,
pascal siakam,Late (8+ yrs),50–75%,9,0.26087890711191514,3,137.0,0.052,9.25,10.0,226.6,11.25,3.09,3.41,30.5,36.5,
pat connaughton,Late (8+ yrs),Bottom 25%,10,0.09344220169283961,3,199.33333333333334,0.102,8.5,9.25,215.0,10.58,3.08,3.2,37.5,44.0,13.0
patrick baldwin,Early (1–3 yrs),Bottom 25%,3,0.11108753065459348,0,,0.089,8.75,9.5,230.8,12.25,3.3,3.45,23.5,26.5,
patrick ewing,Early (1–3 yrs),Bottom 25%,1,0.05714285714285715,0,,0.094,,,224.0,11.77,,3.43,35.0,42.0,2.0
patrick mccaw,Mid (4–7 yrs),Bottom 25%,5,0.10809859270072456,5,91.8,0.047,8.75,8.75,180.8,11.01,2.97,3.3,30.0,38.0,
patrick obryant,Early (1–3 yrs),25–50%,1,0.15454545454545454,1,2.0,0.1,,,249.0,12.68,,3.63,26.5,30.0,13.0
patrick patterson,Late (8+ yrs),Bottom 25%,11,0.10309398404563277,5,218.2,0.053,9.25,10.25,239.6,11.14,,3.25,28.5,33.5,17.0
paul george,Late (8+ yrs),Top 25%,15,0.4200136818817298,10,133.4,0.05,8.5,9.0,214.4,,,,,,4.0
paul millsap,Late (8+ yrs),50–75%,13,0.21678268047032495,8,154.75,0.097,,,258.0,11.67,,3.3,28.5,32.5,15.0
pelle larsson,Early (1–3 yrs),Bottom 25%,1,0.08363636363636363,0,,,8.75,10.25,212.4,11.15,2.91,3.06,30.5,38.0,
perry jones,Early (1–3 yrs),Bottom 25%,3,0.07232597623089983,2,9.5,0.046,9.25,9.5,233.8,11.31,,3.19,33.0,38.5,11.0
peyton watson,Early (1–3 yrs),Bottom 25%,3,0.11544863597612959,1,3.0,0.052,8.5,9.5,203.4,11.03,3.24,3.28,28.0,33.5,
pierre jackson,Early (1–3 yrs),Top 25%,1,0.43333333333333335,0,,0.045,7.5,8.25,176.0,,,,,,
pj washington,Mid (4–7 yrs),50–75%,6,0.20334073746794312,5,221.2,0.086,9.0,10.25,230.4,,,,,,
precious achiuwa,Mid (4–7 yrs),Bottom 25%,5,0.11847793020419399,1,19.0,0.067,9.0,10.0,234.0,,,,,,
primoz brezec,Early (1–3 yrs),Bottom 25%,1,0.04285714285714286,1,28.0,,,,243.0,11.53,,3.55,26.0,29.5,
quentin grimes,Mid (4–7 yrs),25–50%,4,0.15537782020340285,2,31.0,0.066,8.5,10.0,205.0,11.09,3.33,3.07,30.5,38.5,
quincy acy,Mid (4–7 yrs),Bottom 25%,7,0.10894368138223944,3,90.33333333333333,0.071,9.5,11.0,223.8,10.48,,3.28,32.0,37.0,13.0
quincy miller,Early (1–3 yrs),50–75%,3,0.18998168498168497,2,13.5,0.078,9.25,10.25,218.7,11.05,,3.48,30.5,36.0,8.0
quinndary weatherspoon,Early (1–3 yrs),25–50%,3,0.15348484848484847,0,,0.061,8.5,9.0,206.6,11.57,3.15,3.16,31.0,38.0,
rakeem christmas,Early (1–3 yrs),Top 25%,2,2.0344827586206895,2,2.5,0.096,9.25,9.0,242.6,11.6,3.3,3.47,29.0,32.0,9.0
randy foye,Late (8+ yrs),25–50%,8,0.135743018015199,3,10.333333333333334,0.1,,,212.0,10.53,,3.23,32.0,38.0,14.0
rashad vaughn,Early (1–3 yrs),Bottom 25%,3,0.07059814169570268,2,12.0,0.062,8.0,8.5,198.6,11.4,3.1,3.21,28.0,34.0,5.0
ray mccallum,Early (1–3 yrs),Bottom 25%,3,0.10902970402253043,2,6.0,0.073,8.0,8.75,191.4,10.82,3.08,3.25,30.5,40.0,5.0
rayan rupert,Early (1–3 yrs),Bottom 25%,2,0.08012820512820512,0,,,8.5,9.5,193.2,11.18,,3.43,27.5,32.5,
raymond felton,Late (8+ yrs),25–50%,10,0.1446094779266315,3,132.0,,,,199.4,10.5,,3.06,29.0,33.5,6.0
reed sheppard,Early (1–3 yrs),Bottom 25%,1,0.08461538461538462,0,,,7.75,9.0,181.6,10.96,3.03,3.08,32.5,42.0,
reggie bullock,Late (8+ yrs),25–50%,11,0.12975663926436865,8,16.75,0.0695,8.5,9.0,199.8,11.33,3.3,3.31,31.0,36.5,11.0
renaldo balkman,Early (1–3 yrs),50–75%,3,0.18296703296703298,3,22.0,0.049,,,206.0,11.58,,3.22,30.5,35.0,9.0
richard jefferson,Late (8+ yrs),Bottom 25%,9,0.10134094922452669,1,25.0,0.067,,,223.0,11.19,,3.15,33.0,38.5,14.0
richaun holmes,Late (8+ yrs),25–50%,10,0.17152559220709007,6,90.16666666666667,0.088,8.5,8.5,242.8,11.24,3.31,3.32,32.5,36.0,15.0
ricky ledo,Early (1–3 yrs),50–75%,2,0.23315508021390374,1,10.0,0.1025,8.5,9.25,197.2,10.72,3.16,3.32,27.0,33.5,4.0
rj barrett,Mid (4–7 yrs),Top 25%,6,0.294346331536341,4,265.25,,,,,,,,,,
rj hunter,Early (1–3 yrs),Top 25%,3,5.920000000000001,2,4.5,0.06,8.5,8.25,185.0,10.87,2.91,3.26,27.5,33.5,1.0
robert woodard,Early (1–3 yrs),Bottom 25%,2,0.08269230769230769,1,32.0,0.045,9.0,10.75,230.2,11.1,2.49,3.18,32.0,38.0,
rodney carney,Early (1–3 yrs),Bottom 25%,2,0.1215958605664488,0,,0.053,,,204.0,10.57,,3.06,32.0,38.5,10.0
rodney stuckey,Late (8+ yrs),50–75%,8,0.19689649229763687,6,154.83333333333334,0.061,,,207.0,11.34,,3.11,30.5,35.0,14.0
rodrigue beaubois,Mid (4–7 yrs),25–50%,4,0.1708997828691225,2,129.0,0.079,,,182.4,10.49,,3.15,29.5,39.0,3.0
romeo langford,Mid (4–7 yrs),25–50%,4,0.12614058462532302,4,73.25,,9.0,9.0,,,,,,,
rondae hollis jefferson,Mid (4–7 yrs),25–50%,6,0.16845617963514273,4,88.75,0.05,8.75,9.75,210.8,10.41,3.19,3.12,32.0,38.0,13.0
ronnie brewer,Mid (4–7 yrs),Bottom 25%,5,0.07906256047060646,1,12.0,0.05,,,223.0,11.32,,3.14,35.0,41.0,19.0
ronny turiaf,Mid (4–7 yrs),Bottom 25%,6,0.0904719556350249,3,28.666666666666668,,,,237.8,11.5,,3.23,30.5,33.0,15.0
royce white,Early (1–3 yrs),Bottom 25%,1,0.0,0,,0.106,9.5,11.5,260.6,,,,,,
rudy fernandez,Early (1–3 yrs),25–50%,3,0.17277364212848081,1,75.0,,,,172.0,10.48,,3.33,26.5,35.5,
rudy gay,Late (8+ yrs),50–75%,14,0.2558954826150729,10,81.4,0.057,,,222.0,11.03,,3.32,33.0,40.5,9.0
rudy gobert,Late (8+ yrs),25–50%,12,0.1762561974515894,10,222.1,0.044,9.75,10.0,237.6,12.85,3.19,3.57,25.0,29.0,7.0
russell westbrook,Late (8+ yrs),Top 25%,16,0.30791206964209633,4,23.0,0.048,,,192.0,10.98,,3.08,30.0,36.5,12.0
ryan dunn,Early (1–3 yrs),Bottom 25%,1,0.09324324324324325,0,,,9.0,9.75,213.6,10.99,2.88,3.12,32.0,38.5,
ryan gomes,Mid (4–7 yrs),25–50%,4,0.1375082236842105,1,8.0,,,,248.0,12.49,,3.24,26.5,30.5,9.0
ryan kelly,Mid (4–7 yrs),Bottom 25%,4,0.1188342025206432,3,24.666666666666668,0.1475,9.0,10.0,228.0,,,,,,
ryan rollins,Early (1–3 yrs),25–50%,3,0.17686202686202687,0,,0.05,8.0,8.5,179.2,11.26,3.28,3.07,30.5,36.5,
sam dekker,Mid (4–7 yrs),Bottom 25%,5,0.05434741300669601,3,6.333333333333333,0.075,8.5,9.25,218.6,10.64,2.96,3.28,25.5,34.5,5.0
sam young,Mid (4–7 yrs),Bottom 25%,4,0.08259386446886446,0,,0.049,,,222.8,11.47,,3.45,27.5,33.0,
sasha vujacic,Mid (4–7 yrs),Top 25%,5,0.3179632283547136,1,40.0,0.141,,,193.0,,,,,,
scoot henderson,Early (1–3 yrs),50–75%,2,0.20911534701857282,0,,,,,,,,,,,
scottie barnes,Mid (4–7 yrs),50–75%,4,0.2585119497619498,2,28.0,0.053,9.25,10.25,225.4,10.88,2.99,3.15,36.0,39.5,
sean may,Early (1–3 yrs),Bottom 25%,1,0.08918918918918918,1,2.0,,,,258.8,11.04,,3.29,30.0,33.0,12.0
semi ojeleye,Mid (4–7 yrs),Bottom 25%,5,0.06746661845202642,2,590.5,0.055,8.75,9.5,241.4,10.58,3.07,3.16,35.0,40.5,19.0
seth lundy,Early (1–3 yrs),25–50%,1,0.17777777777777778,0,,,8.5,9.0,214.4,11.02,,3.15,31.5,35.5,
shabazz muhammad,Mid (4–7 yrs),25–50%,5,0.16638389809569318,3,44.333333333333336,0.09,9.0,10.0,221.8,10.99,2.93,3.32,29.5,37.0,10.0
shaedon sharpe,Early (1–3 yrs),Top 25%,3,0.2925231481481481,0,,0.048,9.0,9.25,198.0,,,,,,
shai gilgeous alexander,Mid (4–7 yrs),Top 25%,7,0.4015914203935746,4,49.5,0.03,9.0,9.0,180.0,,,,,,
shane battier,Mid (4–7 yrs),Bottom 25%,5,0.0867526231956719,3,171.66666666666666,0.093,,,229.0,10.95,,3.3,29.5,33.0,12.0
shane larkin,Mid (4–7 yrs),Bottom 25%,4,0.0782829134802819,2,50.5,0.038,7.5,8.75,170.8,10.64,3.03,3.08,34.5,44.0,12.0
sharife cooper,Early (1–3 yrs),Bottom 25%,1,0.038461538461538464,0,,,,,,,,,,,
shaun livingston,Late (8+ yrs),Bottom 25%,10,0.09450505918485533,4,80.0,0.067,,,186.0,10.72,,3.23,26.5,30.0,
shawne williams,Mid (4–7 yrs),25–50%,4,0.13305183531746032,1,6.0,0.08,,,227.0,10.69,,3.3,32.0,31.0,
shelden williams,Early (1–3 yrs),Bottom 25%,3,0.07470001659559423,1,2.0,0.114,,,258.0,11.53,,3.59,29.0,33.5,25.0
shelvin mack,Late (8+ yrs),Bottom 25%,8,0.1180425481943284,0,,0.071,8.25,9.25,209.0,11.23,,3.18,32.0,39.0,17.0
sidy cissoko,Early (1–3 yrs),50–75%,2,0.19242424242424241,0,,,9.25,10.0,223.8,11.24,,3.31,30.5,35.5,
sindarius thornwell,Mid (4–7 yrs),Top 25%,4,1.0410719381930855,0,,0.078,8.75,8.75,211.6,11.48,3.03,3.36,27.0,30.5,15.0
skal labissiere,Mid (4–7 yrs),50–75%,5,0.20975757575757575,3,132.33333333333334,0.057,8.75,9.0,215.8,,,,,,
skylar mays,Mid (4–7 yrs),Top 25%,4,0.7191544201412623,0,,0.074,8.0,9.75,204.0,10.65,2.4,3.3,29.0,37.5,
smith,Late (8+ yrs),50–75%,11,0.2603207378334943,1,19.0,0.067,,,227.0,10.93,,3.21,29.0,35.5,5.0
solomon alabi,Early (1–3 yrs),Bottom 25%,2,0.10654761904761904,2,15.0,0.05,9.25,9.25,237.4,13.2,,3.68,22.5,26.0,10.0
solomon hill,Late (8+ yrs),Bottom 25%,9,0.09204656125693511,1,2.0,0.076,9.0,10.5,226.0,10.77,2.91,3.19,29.5,37.5,14.0
solomon jones,Mid (4–7 yrs),Bottom 25%,5,0.08795870795870796,2,8.5,0.074,,,224.0,11.27,,3.3,32.0,39.0,6.0
sonny weems,Early (1–3 yrs),25–50%,2,0.13231392778187176,2,174.0,0.044,,,193.0,10.58,,2.96,29.0,36.5,12.0
spencer hawes,Late (8+ yrs),25–50%,8,0.1357392007755905,4,141.0,0.13,,,244.0,11.88,,3.51,26.0,29.0,9.0
stanley johnson,Late (8+ yrs),Bottom 25%,8,0.11247274831591127,2,27.0,0.075,9.0,9.0,241.8,,,,,,
stephen curry,Late (8+ yrs),Top 25%,16,0.6154352398895416,12,85.25,0.057,,,181.0,11.07,,3.28,29.5,35.5,10.0
stephen zimmerman,Early (1–3 yrs),Bottom 25%,1,0.06315789473684211,1,1.0,0.1115,9.0,9.0,234.0,12.08,3.16,3.43,26.0,31.0,
stephon castle,Early (1–3 yrs),50–75%,1,0.18148148148148147,0,,,8.75,8.75,210.0,10.93,2.91,3.19,28.5,37.0,
steve novak,Mid (4–7 yrs),Bottom 25%,7,0.0839342403628118,4,16.5,0.081,,,216.0,11.11,,3.37,24.5,31.0,5.0
steven adams,Late (8+ yrs),25–50%,11,0.12867987191943636,7,200.14285714285714,0.0665,9.5,11.0,254.5,11.85,3.02,3.4,28.5,33.0,16.0
steven hunter,Early (1–3 yrs),Bottom 25%,1,0.11904761904761904,0,,0.053,,,224.0,11.99,,3.15,30.5,38.5,11.0
svi mykhailiuk,Mid (4–7 yrs),25–50%,7,0.1418000601162393,0,,0.114,8.0,9.25,219.6,12.4,3.25,3.53,27.0,33.0,8.0
taj gibson,Late (8+ yrs),Bottom 25%,16,0.1164734646927656,6,140.66666666666666,0.066,,,214.4,11.56,,3.41,25.5,30.0,12.0
talen horton tucker,Mid (4–7 yrs),Top 25%,6,0.28830862849118427,2,122.5,0.084,9.5,9.75,235.4,11.34,3.43,3.34,26.0,34.5,10.0
tari eason,Early (1–3 yrs),50–75%,3,0.2564651651301202,0,,0.059,9.25,11.0,217.4,,,,,,
taurean prince,Late (8+ yrs),25–50%,9,0.15841154840019941,4,201.0,0.0645,9.0,8.5,220.2,10.96,2.8,3.24,34.0,36.0,
taylor hendricks,Early (1–3 yrs),Top 25%,2,0.8745833333333333,0,,,9.25,10.25,213.6,11.27,,3.32,32.5,36.0,
terance mann,Mid (4–7 yrs),Bottom 25%,6,0.10620803540263153,1,25.0,0.04,9.5,9.25,204.6,11.51,3.14,3.3,32.5,38.5,6.0
terrance ferguson,Mid (4–7 yrs),Bottom 25%,4,0.05727259697546583,3,248.0,0.058,8.5,10.0,184.4,11.16,3.22,3.32,28.5,38.0,
terrence jones,Mid (4–7 yrs),50–75%,6,0.2795382775119617,4,12.75,0.077,9.0,10.0,252.0,11.57,,3.4,29.5,34.5,12.0
terrence ross,Late (8+ yrs),50–75%,11,0.18272393320192049,6,255.16666666666666,0.032,8.75,10.25,196.6,11.78,,3.28,31.0,37.5,2.0
terrence shannon,Early (1–3 yrs),25–50%,1,0.134375,0,,,8.75,8.5,219.4,,,,,,
terrence williams,Mid (4–7 yrs),50–75%,4,0.19353021978021978,2,116.5,0.051,,,213.2,11.15,,3.18,30.5,37.0,9.0
terry rozier,Late (8+ yrs),50–75%,9,0.22226491056482908,6,60.666666666666664,0.056,8.25,8.5,190.2,10.84,2.84,3.15,33.0,38.0,7.0
thaddeus young,Late (8+ yrs),25–50%,15,0.16629762824390096,1,5.0,0.049,,,210.0,11.06,,3.19,34.5,37.0,13.0
theo maledon,Mid (4–7 yrs),25–50%,4,0.16318884546825724,0,,0.028,8.5,10.0,187.4,,,,,,
thomas bryant,Late (8+ yrs),Top 25%,8,0.33143130906833007,4,7.0,0.094,9.5,10.25,247.8,11.42,3.12,3.37,25.5,33.0,7.0
thomas robinson,Mid (4–7 yrs),Bottom 25%,5,0.08148569192935391,1,92.0,0.05,9.75,10.5,244.2,11.96,,3.17,28.5,35.5,15.0
thon maker,Mid (4–7 yrs),25–50%,5,0.15329972735893788,0,,0.0605,8.75,9.5,216.0,11.15,3.09,3.33,32.0,36.5,
tiago splitter,Mid (4–7 yrs),50–75%,7,0.2037407418904594,7,151.71428571428572,0.053,,,233.0,11.65,,3.38,26.0,31.5,8.0
tim hardaway,Late (8+ yrs),50–75%,12,0.2092042545160567,8,225.5,0.0605,8.0,9.25,199.4,10.68,2.93,3.25,31.5,37.5,16.0
tj ford,Early (1–3 yrs),50–75%,3,0.2026663701287469,3,252.66666666666666,0.067,,,162.0,11.45,,3.2,32.5,39.5,
tj leaf,Mid (4–7 yrs),Bottom 25%,4,0.11798959011060507,2,26.5,0.068,8.5,9.5,222.2,11.55,3.27,3.27,29.0,34.5,6.0
tobias harris,Late (8+ yrs),50–75%,14,0.22360117010706354,5,96.6,0.084,8.75,9.0,222.8,10.96,,3.17,31.5,37.5,12.0
tomas satoransky,Mid (4–7 yrs),Bottom 25%,6,0.10129490274847099,1,84.0,0.052,8.5,9.5,200.6,,,,,,
toney douglas,Late (8+ yrs),25–50%,8,0.167097705878091,0,,0.052,,,183.4,10.63,,3.03,28.0,32.5,15.0
tony allen,Late (8+ yrs),25–50%,9,0.1434886107809695,4,51.25,0.067,,,214.0,10.7,,3.19,31.5,36.5,17.0
tony bradley,Mid (4–7 yrs),Top 25%,7,0.393670697118973,3,16.666666666666668,0.12,9.5,9.5,248.8,11.79,2.99,3.44,24.5,27.5,5.0
tony mitchell,Early (1–3 yrs),Top 25%,1,0.6666666666666666,0,,0.0555,9.0,10.0,236.4,11.82,3.25,3.52,33.5,38.0,13.0
tony snell,Late (8+ yrs),Bottom 25%,9,0.09092393183231345,3,330.3333333333333,0.0485,9.0,9.5,198.2,11.36,2.84,3.25,30.0,36.5,7.0
tony wroten,Mid (4–7 yrs),Top 25%,4,0.4670436507936508,2,25.5,0.052,8.0,9.0,203.2,10.75,,3.24,30.0,35.5,
trae young,Mid (4–7 yrs),Top 25%,7,0.3796654861041856,5,33.8,0.0535,8.0,9.25,177.8,,,,,,
travis diener,Early (1–3 yrs),Bottom 25%,1,0.07777777777777778,1,17.0,,,,165.2,10.85,,3.26,24.5,31.0,1.0
travis leslie,Early (1–3 yrs),25–50%,1,0.13999999999999999,0,,0.081,8.75,9.25,205.0,11.0,,3.13,33.0,40.5,10.0
tre mann,Mid (4–7 yrs),Top 25%,4,0.39992583984393226,1,91.0,0.041,8.0,9.0,177.6,,,,,,
trenton hassell,Early (1–3 yrs),Bottom 25%,1,0.08653846153846154,1,275.0,0.053,,,205.0,11.57,,3.29,35.5,37.5,12.0
trevor ariza,Late (8+ yrs),50–75%,13,0.18611915046412372,7,463.7142857142857,0.08,,,201.0,11.63,,3.29,29.5,32.0,8.0
trevor booker,Late (8+ yrs),Bottom 25%,8,0.10671431083822049,2,157.0,0.073,9.0,9.5,235.8,11.15,,3.1,31.0,36.0,22.0
trevor keels,Early (1–3 yrs),Top 25%,1,0.3333333333333333,0,,0.135,8.25,9.0,223.8,11.33,3.32,3.27,24.5,31.0,
trey burke,Late (8+ yrs),25–50%,9,0.1778035213718746,5,129.8,0.069,8.25,8.75,187.0,11.2,3.01,3.16,29.5,36.5,3.0
trey lyles,Late (8+ yrs),Bottom 25%,10,0.12120250202411739,2,71.5,0.121,9.25,10.25,241.2,,,,,,
trey murphy,Mid (4–7 yrs),50–75%,4,0.23257255019950857,1,295.0,0.081,8.5,9.0,206.0,11.65,3.32,3.14,34.0,38.0,
trey thompkins,Early (1–3 yrs),Bottom 25%,1,0.09999999999999999,0,,0.155,9.25,9.75,239.0,11.72,,3.41,27.5,30.5,15.0
tristan da silva,Early (1–3 yrs),Bottom 25%,1,0.0972972972972973,0,,,9.0,9.5,216.8,10.81,2.82,3.09,28.5,35.5,
tristan thompson,Late (8+ yrs),25–50%,13,0.12722758842568235,6,96.83333333333333,0.062,8.75,9.25,227.4,10.92,,3.26,30.0,35.0,9.0
tristan vukcevic,Early (1–3 yrs),Top 25%,2,0.5592857142857143,0,,,9.0,10.25,223.4,11.71,3.16,3.43,26.0,30.5,
tristen newton,Early (1–3 yrs),Bottom 25%,1,0.05,0,,,8.5,9.0,191.8,10.96,2.84,3.24,25.0,32.5,
troy brown,Mid (4–7 yrs),Bottom 25%,6,0.10183777209459317,2,161.0,0.0705,9.0,9.75,208.0,11.51,3.29,3.33,26.0,33.0,5.0
troy murphy,Mid (4–7 yrs),25–50%,4,0.16853948076405703,3,81.0,0.117,,,230.0,11.22,,3.43,28.5,34.5,11.0
ty jerome,Mid (4–7 yrs),Top 25%,6,0.3184192442861798,2,174.0,0.065,8.25,9.5,194.4,11.21,3.12,3.4,26.0,31.5,2.0
ty lawson,Late (8+ yrs),50–75%,8,0.185992677704772,4,205.0,0.066,,,196.6,10.98,,3.12,29.0,36.5,14.0
tyler bey,Early (1–3 yrs),Bottom 25%,1,0.05555555555555555,0,,0.05,8.5,9.0,212.8,11.35,2.75,3.17,37.0,43.5,
tyler dorsey,Early (1–3 yrs),Top 25%,3,0.41924603174603176,2,4.0,0.047,8.5,9.25,182.6,10.55,2.98,3.16,30.5,36.0,8.0
tyler hansbrough,Mid (4–7 yrs),25–50%,6,0.13379771634381307,4,96.25,0.085,,,234.2,11.12,,3.27,27.5,34.0,18.0
tyler herro,Mid (4–7 yrs),Top 25%,6,0.3240580407247074,4,163.25,0.071,8.0,8.75,192.4,,,,,,
tyler honeycutt,Early (1–3 yrs),Bottom 25%,2,0.09333333333333334,1,15.0,0.053,8.5,9.5,186.8,11.68,,3.07,30.0,37.0,
tyler kolek,Early (1–3 yrs),Bottom 25%,1,0.04878048780487805,0,,,8.25,9.5,196.6,10.97,3.08,3.27,27.0,34.0,
tyler lydon,Early (1–3 yrs),Bottom 25%,2,0.018000000000000002,1,2.0,0.136,8.75,8.75,215.0,11.68,2.81,3.46,29.5,33.5,1.0
tyler smith,Early (1–3 yrs),25–50%,1,0.12608695652173912,0,,,8.5,9.0,223.8,10.74,2.99,3.28,32.0,38.0,
tyler ulis,Early (1–3 yrs),Bottom 25%,3,0.0765104286923728,0,,0.052,7.5,7.5,149.2,10.8,2.88,3.2,32.5,38.0,
tyler zeller,Late (8+ yrs),Top 25%,8,0.2954448525529946,4,109.75,0.064,9.0,9.75,247.4,11.13,,3.4,30.0,34.0,16.0
tyreke evans,Late (8+ yrs),Top 25%,10,0.28851167653727827,6,74.66666666666667,0.071,,,220.6,11.81,,3.17,28.5,34.0,7.0
tyrell terry,Early (1–3 yrs),Top 25%,2,0.29545454545454547,1,1.0,0.076,7.5,8.25,170.0,10.78,2.59,3.28,30.0,34.0,
tyrus thomas,Mid (4–7 yrs),Top 25%,5,0.3422347300396081,2,130.0,0.056,,,217.0,11.36,,3.2,34.0,39.5,8.0
tyshawn taylor,Early (1–3 yrs),Bottom 25%,2,0.11372997711670481,2,54.5,0.042,8.75,8.75,177.0,11.48,,3.2,32.0,36.5,
tyson chandler,Late (8+ yrs),25–50%,11,0.13043352163833027,8,28.5,0.067,,,224.0,12.13,,3.36,31.0,33.5,2.0
tyty washington,Early (1–3 yrs),25–50%,3,0.13576490713587488,0,,0.12,8.5,9.25,196.4,,,,,,
tyus jones,Late (8+ yrs),Bottom 25%,10,0.10950309008154029,4,294.5,0.065,8.25,8.75,184.6,11.84,2.95,3.32,26.5,32.5,2.0
udoka azubuike,Mid (4–7 yrs),25–50%,4,0.14613153594771244,2,103.0,0.0961,9.25,10.0,259.5,11.82,3.61,3.23,37.0,41.0,
ue holiday,Late (8+ yrs),50–75%,16,0.2549576829399043,6,358.5,0.063,,,199.0,10.64,,3.21,28.5,34.0,6.0
victor oladipo,Late (8+ yrs),Top 25%,10,0.4878788787890123,8,78.875,0.0655,8.75,9.25,213.2,10.69,3.14,3.25,33.0,42.0,15.0
victor wembanyama,Early (1–3 yrs),Top 25%,2,0.41483466013472137,0,,,,,,,,,,,
wade baldwin iv,Early (1–3 yrs),Top 25%,3,0.3290494227994228,3,7.0,0.052,9.0,9.75,201.8,10.45,3.01,3.19,32.5,38.0,
walker kessler,Early (1–3 yrs),25–50%,3,0.1474220448897173,2,75.0,0.147,8.5,8.5,256.0,,,,,,
wayne ellington,Late (8+ yrs),25–50%,13,0.13506014970394792,1,34.0,0.055,,,202.4,11.14,,3.2,31.5,38.0,13.0
wendell carter,Mid (4–7 yrs),50–75%,7,0.22095924201744774,3,219.0,0.0785,8.5,9.0,251.4,,,,,,
wendell moore,Early (1–3 yrs),Bottom 25%,3,0.06431417624521073,0,,0.075,8.75,10.25,217.2,10.94,3.21,3.3,32.5,38.5,
wesley johnson,Late (8+ yrs),Bottom 25%,9,0.10000970153216696,0,,0.046,9.0,9.5,206.4,11.43,,3.14,32.0,37.0,16.0
will barton,Late (8+ yrs),25–50%,11,0.17731003206177304,8,153.5,0.041,9.0,9.5,174.4,12.5,,3.6,30.0,34.0,
willie cauley stein,Mid (4–7 yrs),Bottom 25%,7,0.12209285505632538,6,241.33333333333334,0.063,9.5,9.0,242.4,,,,,,
willie green,Mid (4–7 yrs),Bottom 25%,6,0.11123865849408625,1,275.0,0.08,,,201.0,11.86,,3.19,28.5,28.5,13.0
xavier henry,Mid (4–7 yrs),25–50%,5,0.15718765129878962,3,42.666666666666664,0.047,8.75,10.0,210.2,11.1,,3.18,28.5,36.5,8.0
xavier tillman,Mid (4–7 yrs),Bottom 25%,5,0.08912714426546885,2,135.5,0.085,10.25,11.0,266.5,11.8,3.01,3.49,26.0,32.5,
yves missi,Early (1–3 yrs),Bottom 25%,1,0.12465753424657534,0,,,9.5,10.0,229.4,11.45,3.12,3.12,31.0,38.5,
zaccharie risacher,Early (1–3 yrs),25–50%,1,0.16799999999999998,0,,,8.5,8.75,194.6,11.51,2.97,3.38,25.0,31.0,
zach collins,Mid (4–7 yrs),50–75%,7,0.21625169171753025,3,241.33333333333334,0.089,8.75,9.25,232.2,,,,,,
zach edey,Early (1–3 yrs),25–50%,1,0.13939393939393938,0,,,10.0,10.75,299.0,11.19,3.01,3.42,26.0,31.5,
zeke nnaji,Mid (4–7 yrs),Bottom 25%,5,0.089318411632808,3,80.66666666666667,0.059,9.0,10.5,246.8,10.94,2.72,3.2,33.0,38.0,
zhaire smith,Early (1–3 yrs),Top 25%,2,0.636904761904762,1,3.0,0.0605,8.75,8.25,198.6,11.02,3.15,3.05,33.0,41.5,10.0
zhou qi,Early (1–3 yrs),Top 25%,2,1.0333333333333334,0,,0.0485,9.25,9.5,218.2,11.27,2.9,3.46,31.5,32.0,
ziaire williams,Mid (4–7 yrs),25–50%,4,0.15105342195000637,2,13.0,0.044,9.0,8.75,188.4,10.69,3.04,3.12,34.0,39.5,
zion williamson,Mid (4–7 yrs),Top 25%,5,0.6847635064200921,2,107.0,,,,,,,,,,
